"term","total","prob"
"agnieszka",5,9.21433404840405e-07
"ahlstrand",3,5.52860042904243e-07
"airborn",5,9.21433404840405e-07
"albondigas",7,1.29000676677657e-06
"albuterol",4,7.37146723872324e-07
"aleksandar",3,5.52860042904243e-07
"alesmith",3,5.52860042904243e-07
"alexandrine",5,9.21433404840405e-07
"alhijrah",5,9.21433404840405e-07
"alkalizing",4,7.37146723872324e-07
"allhat",4,7.37146723872324e-07
"allucaneat",4,7.37146723872324e-07
"amrit",3,5.52860042904243e-07
"amukamara",6,1.10572008580849e-06
"anally",5,9.21433404840405e-07
"anaxagoras",3,5.52860042904243e-07
"andante",4,7.37146723872324e-07
"annoyingthingspeoplesay",4,7.37146723872324e-07
"anodes",3,5.52860042904243e-07
"anomie",3,5.52860042904243e-07
"anout",3,5.52860042904243e-07
"answeri",4,7.37146723872324e-07
"answerno",3,5.52860042904243e-07
"antidoping",5,9.21433404840405e-07
"antidumping",4,7.37146723872324e-07
"antifreedom",3,5.52860042904243e-07
"antigen",3,5.52860042904243e-07
"antimalware",3,5.52860042904243e-07
"antineoplastic",3,5.52860042904243e-07
"antipasto",3,5.52860042904243e-07
"antyukh",3,5.52860042904243e-07
"aof",3,5.52860042904243e-07
"appeaser",3,5.52860042904243e-07
"apportion",3,5.52860042904243e-07
"arbuckles",3,5.52860042904243e-07
"archrivals",3,5.52860042904243e-07
"arcing",3,5.52860042904243e-07
"ardmore",3,5.52860042904243e-07
"aren",7,1.29000676677657e-06
"arneson",3,5.52860042904243e-07
"arra",4,7.37146723872324e-07
"artistinresidence",5,9.21433404840405e-07
"artrock",5,9.21433404840405e-07
"arundhati",4,7.37146723872324e-07
"arusha",3,5.52860042904243e-07
"ascp",3,5.52860042904243e-07
"ashlin",3,5.52860042904243e-07
"askmikey",3,5.52860042904243e-07
"atha",3,5.52860042904243e-07
"attache",3,5.52860042904243e-07
"auds",3,5.52860042904243e-07
"audusd",12,2.21144017161697e-06
"autoresponder",3,5.52860042904243e-07
"autorickshaw",4,7.37146723872324e-07
"avaritia",3,5.52860042904243e-07
"avers",4,7.37146723872324e-07
"awwi",4,7.37146723872324e-07
"ayckbourn",3,5.52860042904243e-07
"bachmanturner",3,5.52860042904243e-07
"backtobacks",3,5.52860042904243e-07
"badawi",5,9.21433404840405e-07
"bakal",3,5.52860042904243e-07
"balaji",3,5.52860042904243e-07
"baldenegro",3,5.52860042904243e-07
"ballstate",3,5.52860042904243e-07
"baltimorebased",4,7.37146723872324e-07
"baltimoredc",4,7.37146723872324e-07
"balun",3,5.52860042904243e-07
"bamakos",6,1.10572008580849e-06
"bandeau",3,5.52860042904243e-07
"bannerthe",3,5.52860042904243e-07
"bappi",3,5.52860042904243e-07
"barbwire",4,7.37146723872324e-07
"barony",3,5.52860042904243e-07
"barriques",3,5.52860042904243e-07
"bartz",6,1.10572008580849e-06
"basha",6,1.10572008580849e-06
"basildon",5,9.21433404840405e-07
"bassin",3,5.52860042904243e-07
"baucus",3,5.52860042904243e-07
"baulked",3,5.52860042904243e-07
"baylee",3,5.52860042904243e-07
"bbqed",4,7.37146723872324e-07
"bcf",4,7.37146723872324e-07
"beco",3,5.52860042904243e-07
"beebs",3,5.52860042904243e-07
"befuddle",3,5.52860042904243e-07
"beinq",3,5.52860042904243e-07
"belk",3,5.52860042904243e-07
"bemr",3,5.52860042904243e-07
"benjie",4,7.37146723872324e-07
"beothuk",3,5.52860042904243e-07
"bers",3,5.52860042904243e-07
"bestprankever",4,7.37146723872324e-07
"betterlooking",3,5.52860042904243e-07
"bezmenov",4,7.37146723872324e-07
"bhaji",6,1.10572008580849e-06
"bhed",3,5.52860042904243e-07
"biblio",4,7.37146723872324e-07
"bibliotech",5,9.21433404840405e-07
"bikefriendly",4,7.37146723872324e-07
"bimromav",3,5.52860042904243e-07
"binb",4,7.37146723872324e-07
"binondo",3,5.52860042904243e-07
"bioelectromagnetics",4,7.37146723872324e-07
"bioone",4,7.37146723872324e-07
"bismillah",3,5.52860042904243e-07
"bissell",3,5.52860042904243e-07
"blablabla",5,9.21433404840405e-07
"blacklatern",5,9.21433404840405e-07
"blergh",6,1.10572008580849e-06
"blogrolls",5,9.21433404840405e-07
"blom",3,5.52860042904243e-07
"blotchy",5,9.21433404840405e-07
"bluebelle",3,5.52860042904243e-07
"boah",5,9.21433404840405e-07
"bodybugg",4,7.37146723872324e-07
"bodymedia",4,7.37146723872324e-07
"boheme",4,7.37146723872324e-07
"bolanos",3,5.52860042904243e-07
"bombproof",4,7.37146723872324e-07
"bomp",4,7.37146723872324e-07
"bonito",3,5.52860042904243e-07
"bonzi",3,5.52860042904243e-07
"bossd",3,5.52860042904243e-07
"bovt",3,5.52860042904243e-07
"bowlen",3,5.52860042904243e-07
"boysi",3,5.52860042904243e-07
"brainbench",9,1.65858012871273e-06
"brecksvillebroadview",3,5.52860042904243e-07
"brewerssmis",4,7.37146723872324e-07
"brimfield",6,1.10572008580849e-06
"brims",4,7.37146723872324e-07
"brinks",3,5.52860042904243e-07
"bris",3,5.52860042904243e-07
"broin",3,5.52860042904243e-07
"brolins",3,5.52860042904243e-07
"brownlee",5,9.21433404840405e-07
"brownsugar",3,5.52860042904243e-07
"brum",9,1.65858012871273e-06
"brushstroke",4,7.37146723872324e-07
"bubbletea",3,5.52860042904243e-07
"buechner",4,7.37146723872324e-07
"buggie",3,5.52860042904243e-07
"bumpys",6,1.10572008580849e-06
"bunkered",3,5.52860042904243e-07
"burchett",3,5.52860042904243e-07
"burdett",5,9.21433404840405e-07
"bushmen",4,7.37146723872324e-07
"businessesvote",7,1.29000676677657e-06
"butthat",5,9.21433404840405e-07
"butwhen",3,5.52860042904243e-07
"buyins",5,9.21433404840405e-07
"byakuya",4,7.37146723872324e-07
"byran",3,5.52860042904243e-07
"bza",3,5.52860042904243e-07
"cabeceo",6,1.10572008580849e-06
"cacolac",3,5.52860042904243e-07
"cairnhill",6,1.10572008580849e-06
"calamine",5,9.21433404840405e-07
"calgarys",3,5.52860042904243e-07
"caliche",3,5.52860042904243e-07
"callas",3,5.52860042904243e-07
"callme",3,5.52860042904243e-07
"camomile",6,1.10572008580849e-06
"cancn",3,5.52860042904243e-07
"caniglia",3,5.52860042904243e-07
"canstruction",3,5.52860042904243e-07
"capcoms",3,5.52860042904243e-07
"capillaries",4,7.37146723872324e-07
"carbonbased",4,7.37146723872324e-07
"carborundum",3,5.52860042904243e-07
"carcassone",3,5.52860042904243e-07
"careerists",5,9.21433404840405e-07
"carpools",3,5.52860042904243e-07
"cartersville",4,7.37146723872324e-07
"caruba",7,1.29000676677657e-06
"cashner",5,9.21433404840405e-07
"cashpoint",4,7.37146723872324e-07
"casias",3,5.52860042904243e-07
"castronovos",3,5.52860042904243e-07
"catarrh",3,5.52860042904243e-07
"cathing",4,7.37146723872324e-07
"caths",3,5.52860042904243e-07
"caws",4,7.37146723872324e-07
"cccc",4,7.37146723872324e-07
"cdd",3,5.52860042904243e-07
"ceir",3,5.52860042904243e-07
"celticssixers",3,5.52860042904243e-07
"cem",3,5.52860042904243e-07
"cercas",6,1.10572008580849e-06
"cerner",5,9.21433404840405e-07
"cetyl",3,5.52860042904243e-07
"ceu",5,9.21433404840405e-07
"chae",5,9.21433404840405e-07
"champaignurbana",3,5.52860042904243e-07
"chaoyang",4,7.37146723872324e-07
"chapbooks",3,5.52860042904243e-07
"characterful",3,5.52860042904243e-07
"characterising",3,5.52860042904243e-07
"chateaux",4,7.37146723872324e-07
"chedda",3,5.52860042904243e-07
"cheeseclothlined",3,5.52860042904243e-07
"cheeseland",3,5.52860042904243e-07
"chesser",4,7.37146723872324e-07
"chikowore",3,5.52860042904243e-07
"chimeras",3,5.52860042904243e-07
"chirunning",3,5.52860042904243e-07
"chitra",5,9.21433404840405e-07
"chllin",3,5.52860042904243e-07
"chloroplasts",3,5.52860042904243e-07
"chr",4,7.37146723872324e-07
"chrisdavis",3,5.52860042904243e-07
"chuhi",3,5.52860042904243e-07
"churrasco",3,5.52860042904243e-07
"circularity",3,5.52860042904243e-07
"clairmont",4,7.37146723872324e-07
"classand",3,5.52860042904243e-07
"clatsop",4,7.37146723872324e-07
"clownish",3,5.52860042904243e-07
"clumped",6,1.10572008580849e-06
"cobweb",4,7.37146723872324e-07
"cochlea",3,5.52860042904243e-07
"codeforoakland",4,7.37146723872324e-07
"cods",3,5.52860042904243e-07
"coffeemate",4,7.37146723872324e-07
"cokie",4,7.37146723872324e-07
"colossally",3,5.52860042904243e-07
"comain",3,5.52860042904243e-07
"comicstrip",3,5.52860042904243e-07
"comport",4,7.37146723872324e-07
"compos",3,5.52860042904243e-07
"composter",3,5.52860042904243e-07
"conceidit",5,9.21433404840405e-07
"confessionals",3,5.52860042904243e-07
"constitutionalist",4,7.37146723872324e-07
"contemptuously",4,7.37146723872324e-07
"continuities",4,7.37146723872324e-07
"coproducing",4,7.37146723872324e-07
"copyedits",3,5.52860042904243e-07
"cornet",5,9.21433404840405e-07
"costaleros",3,5.52860042904243e-07
"costand",3,5.52860042904243e-07
"costanzo",4,7.37146723872324e-07
"costed",3,5.52860042904243e-07
"couching",3,5.52860042904243e-07
"couldi",3,5.52860042904243e-07
"counterrevolutionary",8,1.47429344774465e-06
"couper",3,5.52860042904243e-07
"coursebut",4,7.37146723872324e-07
"covarrubias",3,5.52860042904243e-07
"crimeridden",3,5.52860042904243e-07
"crowfield",3,5.52860042904243e-07
"crudeness",4,7.37146723872324e-07
"cruella",3,5.52860042904243e-07
"cruellest",3,5.52860042904243e-07
"crushable",3,5.52860042904243e-07
"cryonics",4,7.37146723872324e-07
"cska",3,5.52860042904243e-07
"ctw",4,7.37146723872324e-07
"cubits",4,7.37146723872324e-07
"cultivators",3,5.52860042904243e-07
"curesearch",3,5.52860042904243e-07
"cuuz",5,9.21433404840405e-07
"cvg",4,7.37146723872324e-07
"dacian",3,5.52860042904243e-07
"dahlin",3,5.52860042904243e-07
"daintily",7,1.29000676677657e-06
"damg",3,5.52860042904243e-07
"damnnear",3,5.52860042904243e-07
"danceoff",8,1.47429344774465e-06
"daphnes",4,7.37146723872324e-07
"daphnomancy",4,7.37146723872324e-07
"dardennes",5,9.21433404840405e-07
"dareus",4,7.37146723872324e-07
"darkhorse",4,7.37146723872324e-07
"darkskin",4,7.37146723872324e-07
"darwinists",3,5.52860042904243e-07
"dashwood",5,9.21433404840405e-07
"dawnstar",3,5.52860042904243e-07
"dawyck",4,7.37146723872324e-07
"daysthe",4,7.37146723872324e-07
"dbi",5,9.21433404840405e-07
"dcn",4,7.37146723872324e-07
"debtlimit",6,1.10572008580849e-06
"decisionsdecisions",3,5.52860042904243e-07
"deckedout",3,5.52860042904243e-07
"deepfrying",3,5.52860042904243e-07
"deflates",7,1.29000676677657e-06
"deftness",4,7.37146723872324e-07
"dega",6,1.10572008580849e-06
"dehumidifier",4,7.37146723872324e-07
"deliberative",4,7.37146723872324e-07
"dellas",3,5.52860042904243e-07
"delorme",3,5.52860042904243e-07
"denilson",3,5.52860042904243e-07
"depakote",4,7.37146723872324e-07
"depreciate",3,5.52860042904243e-07
"deray",3,5.52860042904243e-07
"destefano",4,7.37146723872324e-07
"devante",4,7.37146723872324e-07
"dewberry",3,5.52860042904243e-07
"dexilant",3,5.52860042904243e-07
"dhals",3,5.52860042904243e-07
"diares",3,5.52860042904243e-07
"dinas",5,9.21433404840405e-07
"dinklife",3,5.52860042904243e-07
"dinnerstarters",3,5.52860042904243e-07
"dirtying",3,5.52860042904243e-07
"disassociation",5,9.21433404840405e-07
"dispersants",4,7.37146723872324e-07
"dispite",5,9.21433404840405e-07
"ditz",3,5.52860042904243e-07
"dlp",5,9.21433404840405e-07
"dmcfz",3,5.52860042904243e-07
"dnp",4,7.37146723872324e-07
"dodos",3,5.52860042904243e-07
"dodsons",3,5.52860042904243e-07
"doesit",3,5.52860042904243e-07
"dogfighting",4,7.37146723872324e-07
"dohrn",4,7.37146723872324e-07
"dolcetto",6,1.10572008580849e-06
"dominics",4,7.37146723872324e-07
"doorstop",5,9.21433404840405e-07
"dorland",4,7.37146723872324e-07
"dorman",4,7.37146723872324e-07
"dossman",3,5.52860042904243e-07
"douchbag",3,5.52860042904243e-07
"downwe",5,9.21433404840405e-07
"doyen",3,5.52860042904243e-07
"dragoncon",5,9.21433404840405e-07
"drakecrieswhen",3,5.52860042904243e-07
"drakkar",4,7.37146723872324e-07
"drancy",6,1.10572008580849e-06
"drooped",6,1.10572008580849e-06
"drowsiness",6,1.10572008580849e-06
"drumettes",3,5.52860042904243e-07
"dudleys",5,9.21433404840405e-07
"dugpas",3,5.52860042904243e-07
"dunder",4,7.37146723872324e-07
"dupioni",3,5.52860042904243e-07
"durga",6,1.10572008580849e-06
"duterte",5,9.21433404840405e-07
"dysfunctions",5,9.21433404840405e-07
"dyslexie",3,5.52860042904243e-07
"earheart",3,5.52860042904243e-07
"earland",3,5.52860042904243e-07
"earthsavers",4,7.37146723872324e-07
"ebden",3,5.52860042904243e-07
"echl",4,7.37146723872324e-07
"econometric",3,5.52860042904243e-07
"edzos",3,5.52860042904243e-07
"effrontery",4,7.37146723872324e-07
"eggshaped",3,5.52860042904243e-07
"electromagnetics",7,1.29000676677657e-06
"elegiac",4,7.37146723872324e-07
"elspeth",6,1.10572008580849e-06
"embroiders",3,5.52860042904243e-07
"emus",4,7.37146723872324e-07
"enchancers",3,5.52860042904243e-07
"endhomelessness",3,5.52860042904243e-07
"endi",5,9.21433404840405e-07
"enlivening",7,1.29000676677657e-06
"eoh",4,7.37146723872324e-07
"eostre",4,7.37146723872324e-07
"episiotomy",3,5.52860042904243e-07
"eskenazis",3,5.52860042904243e-07
"euopenhouse",4,7.37146723872324e-07
"euphemistic",5,9.21433404840405e-07
"evanna",3,5.52860042904243e-07
"eveland",5,9.21433404840405e-07
"everthin",3,5.52860042904243e-07
"everygirl",4,7.37146723872324e-07
"evin",4,7.37146723872324e-07
"eviscerated",5,9.21433404840405e-07
"evrywhere",4,7.37146723872324e-07
"ewca",3,5.52860042904243e-07
"eweek",3,5.52860042904243e-07
"examinercom",5,9.21433404840405e-07
"excersize",3,5.52860042904243e-07
"experian",3,5.52860042904243e-07
"exultant",3,5.52860042904243e-07
"exwives",4,7.37146723872324e-07
"eyeless",3,5.52860042904243e-07
"eyr",5,9.21433404840405e-07
"eyyy",3,5.52860042904243e-07
"ezekiels",4,7.37146723872324e-07
"facebookcommissinginalaska",3,5.52860042904243e-07
"facetimed",5,9.21433404840405e-07
"failwhale",6,1.10572008580849e-06
"falkner",3,5.52860042904243e-07
"farmar",7,1.29000676677657e-06
"faulks",3,5.52860042904243e-07
"favela",3,5.52860042904243e-07
"fdaapproved",3,5.52860042904243e-07
"feeforservice",4,7.37146723872324e-07
"fentress",3,5.52860042904243e-07
"fermentations",4,7.37146723872324e-07
"feyi",3,5.52860042904243e-07
"fftamg",3,5.52860042904243e-07
"fidesz",4,7.37146723872324e-07
"filename",5,9.21433404840405e-07
"filmstrip",4,7.37146723872324e-07
"findley",5,9.21433404840405e-07
"finis",3,5.52860042904243e-07
"fioh",3,5.52860042904243e-07
"firecrotch",3,5.52860042904243e-07
"fisch",4,7.37146723872324e-07
"fjords",4,7.37146723872324e-07
"flagger",3,5.52860042904243e-07
"fleeced",6,1.10572008580849e-06
"flicka",4,7.37146723872324e-07
"flub",4,7.37146723872324e-07
"flunking",7,1.29000676677657e-06
"flyaway",3,5.52860042904243e-07
"flyball",5,9.21433404840405e-07
"focusses",3,5.52860042904243e-07
"fofana",4,7.37146723872324e-07
"follett",3,5.52860042904243e-07
"footstomping",3,5.52860042904243e-07
"forestalled",3,5.52860042904243e-07
"foreveri",6,1.10572008580849e-06
"forlani",4,7.37146723872324e-07
"fortunatus",5,9.21433404840405e-07
"foschini",4,7.37146723872324e-07
"fose",3,5.52860042904243e-07
"foundries",3,5.52860042904243e-07
"fraudulence",3,5.52860042904243e-07
"frederica",3,5.52860042904243e-07
"freeh",3,5.52860042904243e-07
"freeky",3,5.52860042904243e-07
"freestyling",9,1.65858012871273e-06
"frend",4,7.37146723872324e-07
"friedel",3,5.52860042904243e-07
"friij",5,9.21433404840405e-07
"fringey",4,7.37146723872324e-07
"fsp",3,5.52860042904243e-07
"ftb",3,5.52860042904243e-07
"fuddyduddy",3,5.52860042904243e-07
"fudged",3,5.52860042904243e-07
"fuggle",4,7.37146723872324e-07
"fulwood",4,7.37146723872324e-07
"fungible",3,5.52860042904243e-07
"funkees",3,5.52860042904243e-07
"fuscos",3,5.52860042904243e-07
"fut",4,7.37146723872324e-07
"gado",4,7.37146723872324e-07
"gae",5,9.21433404840405e-07
"galante",4,7.37146723872324e-07
"gald",3,5.52860042904243e-07
"gallas",4,7.37146723872324e-07
"gamay",4,7.37146723872324e-07
"gambhir",3,5.52860042904243e-07
"gambian",3,5.52860042904243e-07
"gamethey",3,5.52860042904243e-07
"garfunkels",3,5.52860042904243e-07
"garifuna",3,5.52860042904243e-07
"gayton",3,5.52860042904243e-07
"gbca",4,7.37146723872324e-07
"gbpjpy",3,5.52860042904243e-07
"genderspecific",3,5.52860042904243e-07
"geologically",3,5.52860042904243e-07
"ggps",3,5.52860042904243e-07
"ghiazza",3,5.52860042904243e-07
"giantess",3,5.52860042904243e-07
"gigaom",4,7.37146723872324e-07
"gilby",4,7.37146723872324e-07
"ginuwine",3,5.52860042904243e-07
"ginza",7,1.29000676677657e-06
"glamo",3,5.52860042904243e-07
"glassfronted",3,5.52860042904243e-07
"glasss",3,5.52860042904243e-07
"globo",5,9.21433404840405e-07
"glowstick",4,7.37146723872324e-07
"gmb",3,5.52860042904243e-07
"gocong",3,5.52860042904243e-07
"goob",3,5.52860042904243e-07
"goodmorningg",3,5.52860042904243e-07
"goodygoody",3,5.52860042904243e-07
"gosford",4,7.37146723872324e-07
"governmentsanctioned",3,5.52860042904243e-07
"gracey",3,5.52860042904243e-07
"gradeschool",4,7.37146723872324e-07
"gradkowski",6,1.10572008580849e-06
"graydon",3,5.52860042904243e-07
"greatthe",4,7.37146723872324e-07
"greenbacks",4,7.37146723872324e-07
"greenteadaily",3,5.52860042904243e-07
"grillmaster",3,5.52860042904243e-07
"grob",3,5.52860042904243e-07
"groins",3,5.52860042904243e-07
"grumpier",3,5.52860042904243e-07
"grungey",3,5.52860042904243e-07
"guage",3,5.52860042904243e-07
"guapo",6,1.10572008580849e-06
"guarnizo",3,5.52860042904243e-07
"guiliastes",5,9.21433404840405e-07
"gulfport",4,7.37146723872324e-07
"gumdrops",3,5.52860042904243e-07
"gunwalking",3,5.52860042904243e-07
"gurion",4,7.37146723872324e-07
"guysthe",3,5.52860042904243e-07
"gwangju",3,5.52860042904243e-07
"habeus",5,9.21433404840405e-07
"hagee",4,7.37146723872324e-07
"hahaaaa",3,5.52860042904243e-07
"hahahaahah",3,5.52860042904243e-07
"halleck",3,5.52860042904243e-07
"haml",4,7.37146723872324e-07
"hammed",3,5.52860042904243e-07
"hampster",3,5.52860042904243e-07
"hamrick",4,7.37146723872324e-07
"handtied",4,7.37146723872324e-07
"happinesses",4,7.37146723872324e-07
"happyd",4,7.37146723872324e-07
"hardier",4,7.37146723872324e-07
"haridopolos",5,9.21433404840405e-07
"harlows",4,7.37146723872324e-07
"harriman",3,5.52860042904243e-07
"hauerwas",4,7.37146723872324e-07
"havemeyer",4,7.37146723872324e-07
"haworth",4,7.37146723872324e-07
"hcmc",4,7.37146723872324e-07
"hdj",3,5.52860042904243e-07
"headscratcher",3,5.52860042904243e-07
"healthyand",3,5.52860042904243e-07
"heaths",3,5.52860042904243e-07
"heauxs",4,7.37146723872324e-07
"hejnova",3,5.52860042904243e-07
"hellion",5,9.21433404840405e-07
"hemings",4,7.37146723872324e-07
"hermeneutic",3,5.52860042904243e-07
"hetherington",3,5.52860042904243e-07
"hezbullah",3,5.52860042904243e-07
"highaltitude",5,9.21433404840405e-07
"highclere",5,9.21433404840405e-07
"hijaab",4,7.37146723872324e-07
"himso",5,9.21433404840405e-07
"hisherits",3,5.52860042904243e-07
"historicism",3,5.52860042904243e-07
"hmmwv",3,5.52860042904243e-07
"hochunk",3,5.52860042904243e-07
"holdover",4,7.37146723872324e-07
"holdsworth",3,5.52860042904243e-07
"holgate",4,7.37146723872324e-07
"holyfuck",3,5.52860042904243e-07
"honeybaked",3,5.52860042904243e-07
"hooste",3,5.52860042904243e-07
"horowitzs",4,7.37146723872324e-07
"horrigan",4,7.37146723872324e-07
"houngan",8,1.47429344774465e-06
"houseits",4,7.37146723872324e-07
"hra",5,9.21433404840405e-07
"httpwwwinfatuationclothingcom",4,7.37146723872324e-07
"hubbins",3,5.52860042904243e-07
"humanresource",3,5.52860042904243e-07
"hune",3,5.52860042904243e-07
"hunka",3,5.52860042904243e-07
"husbandandwife",5,9.21433404840405e-07
"hutchings",6,1.10572008580849e-06
"hwata",5,9.21433404840405e-07
"hxc",3,5.52860042904243e-07
"hydroaeroplane",6,1.10572008580849e-06
"hymen",5,9.21433404840405e-07
"hyperspace",3,5.52860042904243e-07
"iac",3,5.52860042904243e-07
"iappsummit",3,5.52860042904243e-07
"iberia",4,7.37146723872324e-07
"ibfan",3,5.52860042904243e-07
"idontlike",4,7.37146723872324e-07
"ificouldiwould",4,7.37146723872324e-07
"ifollow",3,5.52860042904243e-07
"igaming",3,5.52860042904243e-07
"impasto",3,5.52860042904243e-07
"implausibility",3,5.52860042904243e-07
"incorporeal",3,5.52860042904243e-07
"indenture",5,9.21433404840405e-07
"indonesians",9,1.65858012871273e-06
"inflammations",3,5.52860042904243e-07
"ingle",3,5.52860042904243e-07
"injera",3,5.52860042904243e-07
"inkwells",3,5.52860042904243e-07
"innis",3,5.52860042904243e-07
"intermingling",3,5.52860042904243e-07
"intertitles",3,5.52860042904243e-07
"inverting",4,7.37146723872324e-07
"ionized",3,5.52860042904243e-07
"ious",3,5.52860042904243e-07
"iphoneandroid",4,7.37146723872324e-07
"ippolito",4,7.37146723872324e-07
"ironbridge",3,5.52860042904243e-07
"islamification",4,7.37146723872324e-07
"iswhen",7,1.29000676677657e-06
"itched",6,1.10572008580849e-06
"ithave",4,7.37146723872324e-07
"itoops",4,7.37146723872324e-07
"iwill",5,9.21433404840405e-07
"iyana",3,5.52860042904243e-07
"jaffes",3,5.52860042904243e-07
"janssens",4,7.37146723872324e-07
"jccc",3,5.52860042904243e-07
"jcpenny",4,7.37146723872324e-07
"jdaddyfact",3,5.52860042904243e-07
"jelloshots",3,5.52860042904243e-07
"jeon",4,7.37146723872324e-07
"jharkhand",4,7.37146723872324e-07
"jiangnan",5,9.21433404840405e-07
"jinroh",3,5.52860042904243e-07
"jiyeon",3,5.52860042904243e-07
"jobbers",4,7.37146723872324e-07
"joc",4,7.37146723872324e-07
"johna",3,5.52860042904243e-07
"jointventure",3,5.52860042904243e-07
"jojos",3,5.52860042904243e-07
"jsp",4,7.37146723872324e-07
"julissa",3,5.52860042904243e-07
"jumbos",3,5.52860042904243e-07
"juneteenth",4,7.37146723872324e-07
"jvr",3,5.52860042904243e-07
"kaelin",3,5.52860042904243e-07
"kafue",4,7.37146723872324e-07
"kaiju",6,1.10572008580849e-06
"kalam",3,5.52860042904243e-07
"kandhamalganjam",3,5.52860042904243e-07
"kapilvastu",3,5.52860042904243e-07
"kapital",3,5.52860042904243e-07
"karlos",3,5.52860042904243e-07
"karras",4,7.37146723872324e-07
"kaufmans",5,9.21433404840405e-07
"kaushalya",3,5.52860042904243e-07
"keets",3,5.52860042904243e-07
"kelsiers",4,7.37146723872324e-07
"kennan",3,5.52860042904243e-07
"kerns",5,9.21433404840405e-07
"kevinlove",3,5.52860042904243e-07
"kevorkian",4,7.37146723872324e-07
"keytops",4,7.37146723872324e-07
"kfai",3,5.52860042904243e-07
"kgwnightteam",5,9.21433404840405e-07
"khader",5,9.21433404840405e-07
"khamil",4,7.37146723872324e-07
"khovalyg",3,5.52860042904243e-07
"kiis",4,7.37146723872324e-07
"kindlegraph",3,5.52860042904243e-07
"kipps",3,5.52860042904243e-07
"kirkman",4,7.37146723872324e-07
"kirstin",5,9.21433404840405e-07
"kitchin",4,7.37146723872324e-07
"kliff",3,5.52860042904243e-07
"knepper",4,7.37146723872324e-07
"knowhe",3,5.52860042904243e-07
"koblenz",3,5.52860042904243e-07
"kodner",3,5.52860042904243e-07
"kombu",3,5.52860042904243e-07
"konami",4,7.37146723872324e-07
"konata",4,7.37146723872324e-07
"konya",3,5.52860042904243e-07
"kookaburras",3,5.52860042904243e-07
"korg",3,5.52860042904243e-07
"kori",4,7.37146723872324e-07
"kotter",5,9.21433404840405e-07
"krabby",6,1.10572008580849e-06
"krieger",5,9.21433404840405e-07
"krish",3,5.52860042904243e-07
"kroft",5,9.21433404840405e-07
"kuih",5,9.21433404840405e-07
"kumars",4,7.37146723872324e-07
"kurtis",4,7.37146723872324e-07
"kuru",5,9.21433404840405e-07
"kustomthrillscom",5,9.21433404840405e-07
"kyodo",3,5.52860042904243e-07
"kyron",5,9.21433404840405e-07
"labourintensive",3,5.52860042904243e-07
"lactating",4,7.37146723872324e-07
"ladonna",4,7.37146723872324e-07
"lagat",4,7.37146723872324e-07
"lambkin",3,5.52860042904243e-07
"lamech",5,9.21433404840405e-07
"lamore",3,5.52860042904243e-07
"lanford",3,5.52860042904243e-07
"lankershim",4,7.37146723872324e-07
"laoc",6,1.10572008580849e-06
"laraghbrine",3,5.52860042904243e-07
"latei",4,7.37146723872324e-07
"latelyso",3,5.52860042904243e-07
"laughyou",3,5.52860042904243e-07
"laukkanen",3,5.52860042904243e-07
"lawbreaking",5,9.21433404840405e-07
"ldk",5,9.21433404840405e-07
"leaching",7,1.29000676677657e-06
"legynd",3,5.52860042904243e-07
"leicestershire",4,7.37146723872324e-07
"lemonand",3,5.52860042904243e-07
"leonor",6,1.10572008580849e-06
"letcha",6,1.10572008580849e-06
"letterboxes",3,5.52860042904243e-07
"lettermen",3,5.52860042904243e-07
"lexapro",8,1.47429344774465e-06
"lfa",4,7.37146723872324e-07
"lfos",3,5.52860042904243e-07
"lillis",3,5.52860042904243e-07
"linesman",4,7.37146723872324e-07
"lionking",3,5.52860042904243e-07
"lipase",4,7.37146723872324e-07
"litt",6,1.10572008580849e-06
"liturgies",3,5.52860042904243e-07
"liveunited",4,7.37146723872324e-07
"livia",3,5.52860042904243e-07
"llorar",3,5.52860042904243e-07
"lmaaao",4,7.37146723872324e-07
"lmfbo",3,5.52860042904243e-07
"loldo",4,7.37146723872324e-07
"londo",4,7.37146723872324e-07
"longies",3,5.52860042904243e-07
"lookyou",3,5.52860042904243e-07
"lorien",6,1.10572008580849e-06
"loros",4,7.37146723872324e-07
"lowcarbon",3,5.52860042904243e-07
"lowcut",7,1.29000676677657e-06
"lowernorthforkfire",5,9.21433404840405e-07
"lowrider",3,5.52860042904243e-07
"luciferian",6,1.10572008580849e-06
"ludhiana",4,7.37146723872324e-07
"lunardi",3,5.52860042904243e-07
"lupino",3,5.52860042904243e-07
"lynchings",4,7.37146723872324e-07
"macha",4,7.37146723872324e-07
"madeley",3,5.52860042904243e-07
"magali",3,5.52860042904243e-07
"magan",3,5.52860042904243e-07
"magdalen",3,5.52860042904243e-07
"magners",3,5.52860042904243e-07
"mahrs",3,5.52860042904243e-07
"mahugwi",4,7.37146723872324e-07
"majd",3,5.52860042904243e-07
"majolica",3,5.52860042904243e-07
"makeemlaugh",3,5.52860042904243e-07
"makhani",3,5.52860042904243e-07
"mammut",3,5.52860042904243e-07
"manco",3,5.52860042904243e-07
"manfredi",3,5.52860042904243e-07
"manheim",3,5.52860042904243e-07
"mannerism",5,9.21433404840405e-07
"mantegna",3,5.52860042904243e-07
"marant",3,5.52860042904243e-07
"marybeth",3,5.52860042904243e-07
"mashonganyika",3,5.52860042904243e-07
